area,location_id,stage,stage_id,sex,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,x_sdi,x_tob,data_type,upper_ci,lower_ci,age_weights
Netherlands,89,Intermediate,5,Male,1,1990,55,64,1418.0,0.0409026798307475,0.0052597984734444,0.794612123,0.4341561,p,,,
Netherlands,89,Intermediate,5,Female,2,1990,55,64,1802.0,0.0338512763596004,0.0042602209438951,0.794612123,0.383810069,p,,,
Netherlands,89,Intermediate,5,Male,1,1990,65,74,1382.0,0.0723589001447178,0.0069691842751222,0.794612123,0.4341561,p,,,
Netherlands,89,Intermediate,5,Female,2,1990,65,74,1865.0,0.0369973190348525,0.0043707851344122,0.794612123,0.383810069,p,,,
Netherlands,89,Intermediate,5,Male,1,1990,75,84,796.0,0.1030150753768844,0.0107742346684545,0.794612123,0.4341561,p,,,
Netherlands,89,Intermediate,5,Female,2,1990,75,84,1505.0,0.0870431893687707,0.0072664830408466,0.794612123,0.383810069,p,,,
Netherlands,89,Intermediate,5,Male,1,1990,85,98,191.0,0.2041884816753926,0.02916782506439,0.794612123,0.4341561,p,,,
Netherlands,89,Intermediate,5,Female,2,1990,85,98,815.0,0.1374233128834356,0.0120600820007374,0.794612123,0.383810069,p,,,
United States of America,102,Intermediate,5,Male,1,1997,50,59,491.0,0.2464358452138492,0.0194478371410691,0.783979278,0.277847869,p,,,
United States of America,102,Intermediate,5,Female,2,1997,50,59,779.0,0.2400513478818998,0.0153029609534722,0.783979278,0.236761143,p,,,
United States of America,102,Intermediate,5,Male,1,1997,60,69,347.0,0.3141210374639769,0.0249176749003508,0.783979278,0.277847869,p,,,
United States of America,102,Intermediate,5,Female,2,1997,60,69,512.0,0.322265625,0.0206538856411299,0.783979278,0.236761143,p,,,
United States of America,102,Intermediate,5,Male,1,1997,70,79,214.0,0.2663551401869158,0.0302180610320554,0.783979278,0.277847869,p,,,
United States of America,102,Intermediate,5,Female,2,1997,70,79,300.0,0.3566666666666667,0.0276559550884045,0.783979278,0.236761143,p,,,
United States of America,102,Intermediate,5,Male,1,1997,80,95,36.0,0.3888888888888889,0.0812496702536307,0.783979278,0.277847869,p,,,
United States of America,102,Intermediate,5,Female,2,1997,80,95,97.0,0.2164948453608247,0.0418175747709241,0.783979278,0.236761143,p,,,
United States of America,102,Intermediate,5,Male,1,2002,45,54,778.0,0.0141388174807197,0.0042327695967092,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,45,54,891.0,0.0123456790123456,0.0036993133742839,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,55,64,814.0,0.027027027027027,0.0056837808424279,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,55,64,900.0,0.0233333333333333,0.0050319963885441,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,65,74,836.0,0.0430622009569378,0.0070208036561414,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,65,74,866.0,0.0427251732101616,0.0068722870174533,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,75,85,364.0,0.1043956043956044,0.0160268629386779,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,75,85,398.0,0.1130653266331658,0.0158733649533096,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,45,54,296.0,0.0168918918918918,0.0074902088972881,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,45,54,327.0,0.018348623853211,0.007421753268446,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,55,64,316.0,0.0316455696202531,0.009847592962927,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,55,64,361.0,0.0249307479224376,0.008206005119971,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,65,74,341.0,0.064516129032258,0.0133037818060491,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,65,74,326.0,0.0460122699386503,0.0116037783345446,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,75,85,163.0,0.1288343558282208,0.0262405185431691,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,75,85,169.0,0.136094674556213,0.0263760822839334,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,45,54,198.0,0.005050505050505,0.0050377351057951,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,45,54,252.0,0.0039682539682539,0.0039603726219075,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,55,64,211.0,0.0189573459715639,0.0093883978528301,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,55,64,253.0,0.0276679841897233,0.0103118311191583,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,65,74,230.0,0.0130434782608695,0.0074813815091714,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,65,74,252.0,0.0277777777777777,0.010352166562499,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,75,85,84.0,0.0238095238095238,0.0166342412144231,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,75,85,103.0,0.087378640776699,0.0278246265709492,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,45,54,185.0,0.027027027027027,0.0119223992771968,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,45,54,210.0,0.0142857142857142,0.0081887357745872,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,55,64,191.0,0.0261780104712041,0.0115529108861044,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,55,64,183.0,0.0218579234972677,0.010808859621902,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,65,74,165.0,0.0363636363636363,0.0145729767167926,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,65,74,187.0,0.053475935828877,0.0164522092068708,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,75,85,70.0,0.1142857142857142,0.0380271500370681,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,75,85,83.0,0.1204819277108433,0.0357309276458476,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,45,54,99.0,0.0,0.0,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,45,54,102.0,0.0098039215686274,0.0097557447583078,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,55,64,96.0,0.03125,0.017758049084617,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,55,64,103.0,0.0097087378640776,0.0096614931172165,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,65,74,100.0,0.05,0.0217944947177033,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,65,74,101.0,0.0495049504950495,0.0215843292924582,0.800403318,0.217634955,p,,,
United States of America,102,Intermediate,5,Male,1,2002,75,85,47.0,0.1489361702127659,0.0519316628327749,0.800403318,0.266262961,p,,,
United States of America,102,Intermediate,5,Female,2,2002,75,85,43.0,0.0697674418604651,0.0388497241667235,0.800403318,0.217634955,p,,,
China,6,Intermediate,5,Both,3,2001,40,44,733.0,0.1678035470668485,0.0138026193541287,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,45,49,710.0,0.1619718309859155,0.0138267426608669,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,50,54,595.0,0.1361344537815126,0.0140588119006916,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,55,59,576.0,0.1319444444444444,0.0141012649664481,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,60,64,726.0,0.1666666666666666,0.0138313777147769,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,65,69,554.0,0.1263537906137184,0.014115850617249,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,70,74,302.0,0.0695364238410596,0.0146370107866914,0.553680374,0.284411231,p,,,
China,6,Intermediate,5,Both,3,2001,75,95,180.0,0.0388888888888888,0.014409977872193,0.553680374,0.284411231,p,,,
Taiwan (Province of China),8,Intermediate,5,Male,1,1999,65,69,246.0,0.056910569105691,0.0147708452991923,0.745338399,0.444408506,p,,,
Taiwan (Province of China),8,Intermediate,5,Female,2,1999,65,69,158.0,0.0379746835443038,0.0152058880488617,0.745338399,0.066122086,p,,,
Taiwan (Province of China),8,Intermediate,5,Male,1,1999,70,74,260.0,0.0769230769230769,0.0165257278624484,0.745338399,0.444408506,p,,,
Taiwan (Province of China),8,Intermediate,5,Female,2,1999,70,74,128.0,0.078125,0.0237206207060373,0.745338399,0.066122086,p,,,
Taiwan (Province of China),8,Intermediate,5,Male,1,1999,75,79,101.0,0.1188118811881188,0.0321961220954748,0.745338399,0.444408506,p,,,
Taiwan (Province of China),8,Intermediate,5,Female,2,1999,75,79,87.0,0.1839080459770115,0.0415346243321518,0.745338399,0.066122086,p,,,
Taiwan (Province of China),8,Intermediate,5,Male,1,1999,80,84,30.0,0.2333333333333333,0.0772202237950846,0.745338399,0.444408506,p,,,
Taiwan (Province of China),8,Intermediate,5,Female,2,1999,80,84,21.0,0.2857142857142857,0.0985807941917649,0.745338399,0.066122086,p,,,
Taiwan (Province of China),8,Intermediate,5,Male,1,1999,85,95,21.0,0.2857142857142857,0.0985807941917649,0.745338399,0.444408506,p,,,
Taiwan (Province of China),8,Intermediate,5,Female,2,1999,85,95,6.0,0.0,0.0,0.745338399,0.066122086,p,,,
Iran (Islamic Republic of),142,Intermediate,5,Both,3,2002,5,39,2920.0,0.0003424657534246,0.0003424071070069,0.584097268,0.142977091,p,,,
Iran (Islamic Republic of),142,Intermediate,5,Both,3,2002,40,96,1434.0,0.0711297071129707,0.0067877911504573,0.584097268,0.142977091,p,,,
Republic of Korea,68,Intermediate,5,Male,1,2006,50,92,5930.0,0.0311973018549747,0.0022576095870511,0.82417982,0.469349785,p,,,
Republic of Korea,68,Intermediate,5,Female,2,2006,50,92,4621.0,0.0287816489937243,0.002459508296241,0.82417982,0.059839817,p,,,
United States of America,102,Intermediate,5,Male,1,1993,65,84,1023.0,0.1564027370478983,0.0113566943793356,0.773103517,0.278045694,p,,,
United States of America,102,Intermediate,5,Female,2,1993,65,84,1368.0,0.1608187134502924,0.0099323756917433,0.773103517,0.241955272,p,,,
United States of America,102,Intermediate,5,Both,3,1993,65,84,1776.0,0.1694819819819819,0.0089025580822856,0.773103517,0.259650845,p,,,
United States of America,102,Intermediate,5,Both,3,1993,65,84,615.0,0.1284552845528455,0.0134922154263503,0.773103517,0.259650845,p,,,
Italy,86,Intermediate,5,Male,1,2005,61,95,86.5,0.0693641618497109,0.0273180316703486,0.765689914,0.31350314,p,,,
Italy,86,Intermediate,5,Female,2,2005,61,95,123.5,0.0809716599190283,0.0245469475346964,0.765689914,0.226240678,p,,,
Italy,86,Intermediate,5,Both,3,2005,61,64,39.5,0.0379746835443038,0.0304117760977235,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,65,69,60.5,0.0330578512396694,0.0229858129838893,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,70,74,43.0,0.0697674418604651,0.0388497241667235,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,75,79,44.5,0.1348314606741573,0.0511995299062492,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,80,95,22.5,0.1555555555555555,0.0764076856783859,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Male,1,2005,61,95,107.5,0.0790697674418604,0.0260264157970768,0.765689914,0.31350314,p,,,
Italy,86,Intermediate,5,Female,2,2005,61,95,105.0,0.1523809523809524,0.0350728490475014,0.765689914,0.226240678,p,,,
Italy,86,Intermediate,5,Both,3,2005,61,64,33.0,0.0454545454545454,0.0362601834189757,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,65,69,61.5,0.056910569105691,0.0295416905983846,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,70,74,51.0,0.1372549019607843,0.0481859132145891,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,75,79,30.5,0.1475409836065573,0.0642159884495776,0.765689914,0.269486512,p,,,
Italy,86,Intermediate,5,Both,3,2005,80,95,36.5,0.2191780821917808,0.0684743828668822,0.765689914,0.269486512,p,,,
Iceland,83,Intermediate,5,Both,3,2002,66,69,530.0,0.1094339622641509,0.0135603591375132,0.813400392,0.236453606,p,,,
Iceland,83,Intermediate,5,Both,3,2002,70,74,1582.0,0.1302149178255373,0.0084612223596077,0.813400392,0.236453606,p,,,
Iceland,83,Intermediate,5,Both,3,2002,75,79,1532.0,0.2389033942558746,0.0108943586878671,0.813400392,0.236453606,p,,,
Iceland,83,Intermediate,5,Both,3,2002,80,84,1192.0,0.2953020134228188,0.0132128526471973,0.813400392,0.236453606,p,,,
Iceland,83,Intermediate,5,Both,3,2002,85,91,436.0,0.360091743119266,0.0229891118851385,0.813400392,0.236453606,p,,,
Thailand,18,Intermediate,5,Both,3,2006,50,59,4887.0,0.0192347043175772,0.001964735682973,0.610356678,0.225473504,p,,,
Thailand,18,Intermediate,5,Both,3,2006,60,69,3502.0,0.0334094802969731,0.0030366731869489,0.610356678,0.225473504,p,,,
Thailand,18,Intermediate,5,Both,3,2006,70,79,2034.0,0.0363815142576204,0.0041516188261983,0.610356678,0.225473504,p,,,
Thailand,18,Intermediate,5,Both,3,2006,80,95,465.0,0.0193548387096774,0.0063888728755379,0.610356678,0.225473504,p,,,
Singapore,69,Intermediate,5,Both,3,2005,40,99,3172.0,0.0639974779319041,0.0043456360373872,0.796455751,0.165522501,p,,,
Singapore,69,Intermediate,5,Male,1,2007,40,49,423.0,0.0260047281323877,0.0077381010992426,0.810625304,0.239256891,p,,,
Singapore,69,Intermediate,5,Male,1,2007,50,59,538.0,0.0390334572490706,0.0083499044430851,0.810625304,0.239256891,p,,,
Singapore,69,Intermediate,5,Male,1,2007,60,69,458.0,0.0720524017467248,0.012082400238462,0.810625304,0.239256891,p,,,
Singapore,69,Intermediate,5,Male,1,2007,70,79,209.0,0.1483253588516746,0.0245850682863984,0.810625304,0.239256891,p,,,
Singapore,69,Intermediate,5,Male,1,2007,80,83,39.0,0.2307692307692307,0.0674660014851561,0.810625304,0.239256891,p,,,
Singapore,69,Intermediate,5,Female,2,2007,40,49,450.0,0.02,0.0065996632910744,0.810625304,0.086147732,p,,,
Singapore,69,Intermediate,5,Female,2,2007,50,59,560.0,0.025,0.0065974832863968,0.810625304,0.086147732,p,,,
Singapore,69,Intermediate,5,Female,2,2007,60,69,414.0,0.0700483091787439,0.0125437922326042,0.810625304,0.086147732,p,,,
Singapore,69,Intermediate,5,Female,2,2007,70,79,206.0,0.1262135922330097,0.0231378017694334,0.810625304,0.086147732,p,,,
Singapore,69,Intermediate,5,Female,2,2007,80,83,33.0,0.1515151515151515,0.0624155940053863,0.810625304,0.086147732,p,,,
India,163,Intermediate,5,Male,1,2006,40,49,632.0,0.0379746835443038,0.0076029440244308,0.433321558,0.304566111,p,,,
India,163,Intermediate,5,Male,1,2006,50,59,392.0,0.0739795918367346,0.0132197490471029,0.433321558,0.304566111,p,,,
India,163,Intermediate,5,Male,1,2006,60,69,333.0,0.09009009009009,0.0156897343839208,0.433321558,0.304566111,p,,,
India,163,Intermediate,5,Male,1,2006,70,79,221.0,0.1040723981900452,0.0205403624421156,0.433321558,0.304566111,p,,,
India,163,Intermediate,5,Male,1,2006,80,83,44.0,0.0909090909090909,0.0433392086020723,0.433321558,0.304566111,p,,,
India,163,Intermediate,5,Female,2,2006,40,49,739.0,0.0230040595399188,0.0055147572699455,0.433321558,0.042050857,p,,,
India,163,Intermediate,5,Female,2,2006,50,59,395.0,0.0860759493670886,0.0141122875185666,0.433321558,0.042050857,p,,,
India,163,Intermediate,5,Female,2,2006,60,69,507.0,0.0749506903353057,0.0116940859269882,0.433321558,0.042050857,p,,,
India,163,Intermediate,5,Female,2,2006,70,79,156.0,0.0641025641025641,0.0196105389931747,0.433321558,0.042050857,p,,,
India,163,Intermediate,5,Female,2,2006,80,83,6.0,0.0,0.0,0.433321558,0.042050857,p,,,
Japan,67,Intermediate,5,Male,1,2008,50,74,988.5,0.1299949418310571,0.0106963542793985,0.840301217,0.406534766,p,,,
Japan,67,Intermediate,5,Female,2,2008,50,74,1809.0,0.1697070204532891,0.0088256419364211,0.840301217,0.129764697,p,,,
Japan,67,Intermediate,5,Both,3,2008,50,59,915.0,0.1180327868852459,0.0106663788266498,0.840301217,0.26811033,p,,,
Japan,67,Intermediate,5,Both,3,2008,60,69,1421.0,0.1815622800844475,0.0102260660489126,0.840301217,0.26811033,p,,,
Japan,67,Intermediate,5,Both,3,2008,70,74,461.5,0.2589382448537378,0.0203910433360647,0.840301217,0.26811033,p,,,
Ireland,84,Intermediate,5,Male,1,2009,50,64,1365.0,0.0249084249084249,0.0042182227458181,0.823929666,0.272176715,p,,,
Ireland,84,Intermediate,5,Male,1,2009,65,74,603.0,0.0480928689883913,0.0087132259640878,0.823929666,0.272176715,p,,,
Ireland,84,Intermediate,5,Male,1,2009,75,95,189.0,0.074074074074074,0.0190497962916162,0.823929666,0.272176715,p,,,
Ireland,84,Intermediate,5,Female,2,2009,50,64,1735.0,0.0190201729106628,0.0032793481756478,0.823929666,0.279398523,p,,,
Ireland,84,Intermediate,5,Female,2,2009,65,74,646.0,0.0433436532507739,0.0080116962653981,0.823929666,0.279398523,p,,,
Ireland,84,Intermediate,5,Female,2,2009,75,95,209.0,0.0909090909090909,0.0198853926936275,0.823929666,0.279398523,p,,,
Australia,71,Intermediate,5,Both,3,2003,40,69,18316.0,0.1470845162699279,0.0026171050781634,0.783600181,0.227447426,p,,,
Japan,67,Intermediate,5,Male,1,2010,60,69,74.0,0.3513513513513513,0.0554957484681448,0.844361811,0.381188261,p,,,
Japan,67,Intermediate,5,Male,1,2010,70,79,182.0,0.3571428571428571,0.0355175112927747,0.844361811,0.381188261,p,,,
Japan,67,Intermediate,5,Male,1,2010,80,89,32.0,0.28125,0.0794804294897492,0.844361811,0.381188261,p,,,
Japan,67,Intermediate,5,Female,2,2010,60,69,61.0,0.3114754098360656,0.0592934462559748,0.844361811,0.121370406,p,,,
Japan,67,Intermediate,5,Female,2,2010,70,79,100.0,0.44,0.0496386945839634,0.844361811,0.121370406,p,,,
Japan,67,Intermediate,5,Female,2,2010,80,89,31.0,0.4193548387096774,0.0886268651399275,0.844361811,0.121370406,p,,,
Nepal,164,Intermediate,5,Male,1,2013,60,95,410.5,0.3300852618757612,0.0232095249971294,0.380022326,0.325552877,p,,,
Nepal,164,Intermediate,5,Female,2,2013,60,95,519.5,0.3426371511068335,0.0208222198350915,0.380022326,0.158069669,p,,,
Nepal,164,Intermediate,5,Both,3,2013,60,69,475.0,0.32,0.021403393729918,0.380022326,0.236364844,p,,,
Nepal,164,Intermediate,5,Both,3,2013,70,79,348.5,0.3543758967001434,0.0256224446834885,0.380022326,0.236364844,p,,,
Nepal,164,Intermediate,5,Both,3,2013,80,95,106.5,0.3568075117370892,0.0464208055290206,0.380022326,0.236364844,p,,,
Australia,71,Intermediate,5,Male,1,2015,50,98,704.0,0.1086647727272727,0.011729475539952,0.824860715,0.173360861,p,,,
Australia,71,Intermediate,5,Female,2,2015,50,98,889.5,0.0933108487914558,0.0097526424714663,0.824860715,0.148018445,p,,,
Australia,71,Intermediate,5,Both,3,2015,50,59,466.5,0.0407288317256162,0.0091515751040498,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,60,69,590.5,0.0753598645215918,0.010862917316948,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,70,79,359.0,0.149025069637883,0.0187949348846545,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,80,89,183.0,0.2322404371584699,0.0312144719577412,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Male,1,2015,40,92,322.5,0.075968992248062,0.0147535521372407,0.824860715,0.173360861,p,,,
Australia,71,Intermediate,5,Female,2,2015,40,92,456.0,0.0526315789473684,0.0104568343978819,0.824860715,0.148018445,p,,,
Australia,71,Intermediate,5,Both,3,2015,40,49,285.5,0.0245183887915936,0.00915276792997,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,50,59,295.0,0.0491525423728813,0.01258686023923,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,60,69,142.0,0.1161971830985915,0.0268925087399404,0.824860715,0.160662961,p,,,
Australia,71,Intermediate,5,Both,3,2015,70,92,62.0,0.1693548387096774,0.0476333065426094,0.824860715,0.160662961,p,,,
China,6,Intermediate,5,Male,1,2014,50,59,615.0,0.2097560975609756,0.0164172463896798,0.668640847,0.502991407,p,,,
China,6,Intermediate,5,Female,2,2014,50,59,883.0,0.1302378255945639,0.0113263108026165,0.668640847,0.037427824,p,,,
China,6,Intermediate,5,Male,1,2014,60,69,919.0,0.2002176278563656,0.0132001636053408,0.668640847,0.502991407,p,,,
China,6,Intermediate,5,Female,2,2014,60,69,751.0,0.1504660452729693,0.0130463689329278,0.668640847,0.037427824,p,,,
China,6,Intermediate,5,Male,1,2014,70,95,864.0,0.2106481481481481,0.013872580946527,0.668640847,0.502991407,p,,,
China,6,Intermediate,5,Female,2,2014,70,95,849.0,0.1837455830388692,0.0132912975661683,0.668640847,0.037427824,p,,,
United States of America,102,Intermediate,5,Both,3,2010,50,95,4172.0,0.073346116970278,0.0040362233308533,0.825884658,0.204660607,p,,,
China,6,Intermediate,5,Both,3,2015,50,59,694.0,0.0144092219020172,0.0045236484322513,0.671940111,0.271604374,p,,,
China,6,Intermediate,5,Both,3,2015,60,69,697.0,0.0172166427546628,0.00492704741425,0.671940111,0.271604374,p,,,
China,6,Intermediate,5,Both,3,2015,70,79,585.0,0.0478632478632478,0.0088261806907068,0.671940111,0.271604374,p,,,
China,6,Intermediate,5,Both,3,2015,80,95,256.0,0.0546875,0.0142105783309133,0.671940111,0.271604374,p,,,
Germany,81,Intermediate,5,Both,3,2013,70,95,1040.0,0.1701923076923077,0.0116531147245421,0.885926953,0.275838772,p,,,
Japan,67,Intermediate,5,Male,1,2012,35,49,160.0,0.0625,0.0191366386154935,0.849061489,0.359819383,p,,,
Japan,67,Intermediate,5,Male,1,2012,50,59,385.0,0.0831168831168831,0.0140692597445837,0.849061489,0.359819383,p,,,
Japan,67,Intermediate,5,Male,1,2012,60,69,955.0,0.1246073298429319,0.010687387643932,0.849061489,0.359819383,p,,,
Japan,67,Intermediate,5,Male,1,2012,70,74,315.0,0.1904761904761904,0.0221248270614974,0.849061489,0.359819383,p,,,
Japan,67,Intermediate,5,Female,2,2012,35,49,150.0,0.0133333333333333,0.0093650255580913,0.849061489,0.113997271,p,,,
Japan,67,Intermediate,5,Female,2,2012,50,59,409.0,0.0464547677261613,0.0104069661503225,0.849061489,0.113997271,p,,,
Japan,67,Intermediate,5,Female,2,2012,60,69,1217.0,0.1068200493015612,0.0088542255494854,0.849061489,0.113997271,p,,,
Japan,67,Intermediate,5,Female,2,2012,70,74,397.0,0.181360201511335,0.019338472560027,0.849061489,0.113997271,p,,,
Germany,81,Intermediate,5,Both,3,2008,29,79,1841.0,0.0369364475828354,0.0043957009776172,0.872552849,0.29421038,p,,,
Russian Federation,62,Intermediate,5,Both,3,2015,40,49,1082.0,0.0175600739371534,0.0039930297102091,0.784913774,0.310906265,p,,,
Russian Federation,62,Intermediate,5,Both,3,2015,50,59,1688.0,0.0231042654028436,0.0036566548372736,0.784913774,0.310906265,p,,,
Russian Federation,62,Intermediate,5,Both,3,2015,60,69,1428.0,0.0448179271708683,0.0054752614364614,0.784913774,0.310906265,p,,,
Russian Federation,62,Intermediate,5,Both,3,2015,70,79,579.0,0.082901554404145,0.0114590874468646,0.784913774,0.310906265,p,,,
Russian Federation,62,Intermediate,5,Both,3,2015,80,92,155.0,0.0967741935483871,0.0237471830603053,0.784913774,0.310906265,p,,,
China,6,Intermediate,5,Male,1,2017,50,59,1898.0,0.060063224446786,0.0054538795037701,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Male,1,2017,60,69,1211.0,0.1156069364161849,0.0091884559690678,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Male,1,2017,70,97,435.0,0.2160919540229885,0.0197336413514432,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Female,2,2017,50,59,2168.0,0.0419741697416974,0.0043067536219566,0.684619661,0.036207942,p,,,
China,6,Intermediate,5,Female,2,2017,60,69,1489.0,0.1168569509738079,0.0083252149209976,0.684619661,0.036207942,p,,,
China,6,Intermediate,5,Female,2,2017,70,97,518.0,0.2297297297297297,0.0184826946613856,0.684619661,0.036207942,p,,,
Spain,92,Intermediate,5,Both,3,2013,55,65,30669.0,0.0067983957742345,0.0004692152517389,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,66,75,18690.5,0.0298547390385489,0.0012448429473379,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,76,85,8748.0,0.0706447187928669,0.0027395318175338,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,85,95,1681.0,0.110350981558596,0.007642115470753,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Male,1,2013,55,95,26223.5,0.0230137090777356,0.0009259599790202,0.747651982,0.367478261,p,,,
Spain,92,Intermediate,5,Female,2,2013,55,95,33702.5,0.0293895111638602,0.0009199995452118,0.747651982,0.294382417,p,,,
Ireland,84,Intermediate,5,Both,3,2013,55,64,1257.0,0.0469371519490851,0.0059655638494079,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,65,74,1061.0,0.0876531573986804,0.0086817260385918,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,75,84,325.0,0.1323076923076923,0.018794628272167,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,85,99,47.0,0.1702127659574468,0.0548189244118446,0.838644433,0.251642781,p,,,
Germany,81,Intermediate,5,Both,3,2016,50,95,4016.0,0.0861553784860557,0.0044277238348348,0.890896369,0.268395969,p,,,
Russian Federation,62,Intermediate,5,Both,3,2017,85,98,932.0,0.1984978540772532,0.0130653875539763,0.795669484,0.301889175,p,,,
United States of America,102,Intermediate,5,Both,3,2018,65,95,2175803.0,0.0160000698592657,8.506456542172394e-05,0.855049193,0.177129998,p,,,
United States of America,102,Intermediate,5,Both,3,2019,65,95,2445163.0,0.0160001603165106,8.024274431196762e-05,0.858578065,0.175695167,p,,,
